credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,not.fully.paid
1,0.1357,203.82,11.8493977,9.51,677,8430.0,43724,67.6,1,1,0,False,False,False,True,False,False,0
1,0.1461,206.86,10.30895266,16.2,682,1769.958333,16626,91.9,2,0,0,False,True,False,False,False,False,1
1,0.1114,647.87,10.30895266,2.0,792,5369.958333,5162,17.9,1,0,0,False,True,False,False,False,False,0
1,0.1099,180.05,10.79712359,19.79,697,3060.041667,6035,23.9,0,0,0,False,True,False,False,False,False,0
1,0.1568,385.02,11.15625052,14.97,662,12539.95833,9649,50.5,0,0,0,False,False,False,True,False,False,1
1,0.1422,126.86,9.769773286,3.36,707,1260.041667,1605,45.9,0,0,0,False,False,False,False,False,False,0
1,0.0894,317.72,11.0744205,10.33,742,3630.0,14880,58.0,2,0,0,False,False,False,False,False,False,0
0,0.1418,68.54,10.49127422,17.17,647,719.9583333,5065,84.4,3,0,0,True,False,False,False,False,False,0
1,0.0894,317.72,11.48246626,7.62,737,4830.041667,20574,38.2,2,0,0,False,True,False,False,False,False,0
1,0.1913,557.24,10.91508846,2.38,717,4740.0,491,98.2,0,0,0,False,False,False,False,False,True,0
1,0.1284,605.13,10.31374118,12.74,727,3510.0,22099,84.7,0,0,0,False,True,False,False,False,False,0
1,0.0932,127.79,10.91508846,12.0,752,2856.0,1112,2.7,1,0,0,False,False,False,False,False,False,0
0,0.1375,102.17,10.50506754,23.61,672,1049.958333,15123,54.4,2,0,0,True,False,False,False,False,False,0
1,0.0774,109.27,10.34817337,5.73,767,2220.0,1092,9.9,0,0,0,False,False,False,False,False,False,0
1,0.0859,189.67,10.89673933,11.98,742,3929.958333,10275,43.9,0,0,0,False,False,False,False,False,False,0
1,0.0894,381.26,10.81977828,6.0,752,2760.041667,10457,16.1,0,0,0,False,False,False,False,True,False,0
1,0.1311,506.18,11.3736634,11.24,692,7800.041667,17354,38.2,1,0,0,False,True,False,False,False,False,0
1,0.1148,659.37,11.04132055,18.4,767,10920.0,33184,48.0,0,0,0,False,True,False,False,False,False,0
0,0.1189,497.46,11.40756495,17.11,712,8040.0,96473,48.1,1,0,0,False,False,False,True,False,False,0
1,0.1422,137.14,9.392661929,2.4,707,1290.041667,1088,51.8,1,0,0,False,False,False,False,True,False,0
1,0.0951,640.76,11.28978191,0.22,767,8476.0,464,18.6,8,0,0,False,False,False,False,False,False,1
0,0.1545,390.73,11.03495418,14.36,647,2490.041667,7897,28.7,6,1,0,False,True,False,False,False,False,0
0,0.1442,330.08,11.08214255,17.34,687,6029.958333,10754,32.6,5,0,0,False,True,False,False,False,False,1
1,0.1704,713.49,12.10071213,10.9,677,4860.0,51497,90.3,2,0,1,True,False,False,False,False,False,0
0,0.1531,87.04,10.32088123,22.81,672,1920.041667,5276,85.1,6,0,0,False,False,False,True,False,False,0
1,0.1357,108.7,10.08580911,17.5,682,2670.0,8794,86.2,1,0,0,False,False,False,False,False,False,0
0,0.0996,80.63,9.798127037,2.33,692,928.9583333,2937,43.3,1,0,0,True,False,False,False,False,False,1
1,0.138,81.8,10.77895629,1.35,662,1890.0,3171,77.3,0,0,0,False,False,False,False,False,False,0
1,0.1287,164.81,11.21182037,5.98,707,5729.958333,3052,76.3,0,0,0,False,True,False,False,False,False,0
1,0.0976,803.87,12.20607265,4.95,777,2159.0,54392,0.0,0,0,0,False,False,False,False,False,False,0
1,0.1218,333.0,11.00209984,2.82,712,3330.0,1250,5.6,1,0,0,False,False,False,False,False,False,0
1,0.1253,209.17,11.69524702,6.73,687,7869.958333,8186,65.0,2,3,0,False,False,True,False,False,False,0
1,0.1134,213.85,10.83958091,20.82,722,8700.0,23119,50.6,3,0,1,False,True,False,False,False,False,0
1,0.1392,716.88,11.35040654,18.59,702,2973.0,26090,89.7,2,0,0,False,True,False,False,False,False,0
1,0.1221,159.92,11.06663836,16.72,712,7319.958333,9878,56.4,3,1,0,False,False,False,False,False,False,0
1,0.1103,166.23,11.40756495,17.71,692,3480.0,39307,86.0,0,0,0,False,True,False,False,False,False,0
0,0.1375,340.57,10.30895266,2.16,657,629.9583333,1863,51.0,5,0,0,False,True,False,False,False,False,1
1,0.1148,69.24,10.42228135,13.39,702,2520.0,14878,37.7,1,0,0,True,False,False,False,False,False,0
1,0.1311,728.89,12.20607265,7.98,712,6330.041667,34804,79.6,0,0,0,True,False,False,False,False,False,0
1,0.1496,110.87,10.95954023,20.43,672,5130.0,6552,95.4,1,1,0,False,True,False,False,False,False,0
1,0.1872,876.36,11.00209984,19.8,667,3271.0,23555,60.3,1,0,1,False,True,False,False,False,False,1
1,0.1183,99.41,10.6454249,14.46,697,3090.041667,6297,76.8,1,0,0,False,True,False,False,False,False,0
1,0.0932,159.74,12.14950229,7.69,742,5999.958333,15732,38.0,1,0,0,False,False,False,False,True,False,0
1,0.1287,672.67,10.85127695,0.23,802,6240.0,41,0.2,3,0,0,False,False,False,True,False,False,1
1,0.1148,304.96,10.23995979,18.9,717,3724.0,16683,24.9,0,1,0,False,True,False,False,False,False,0
1,0.1442,343.83,11.00209984,3.68,667,14133.0,6383,30.1,1,2,0,False,True,False,False,False,False,0
1,0.0859,316.11,12.20607265,0.26,797,7050.0,3313,2.5,0,0,0,False,False,False,False,False,False,0
0,0.1059,237.58,11.08214255,12.54,682,2370.041667,1367,6.9,9,0,0,False,True,False,False,False,False,1
1,0.1025,97.16,10.23995979,23.61,702,2280.0,2325,9.0,2,0,0,True,False,False,False,False,False,0
1,0.1322,84.51,11.40756495,1.31,787,5399.958333,18373,0.0,0,0,0,False,False,False,False,False,True,0
1,0.1095,212.64,11.03488966,14.13,722,3089.958333,5339,20.1,0,0,0,True,False,False,False,False,False,0
1,0.1565,839.67,11.91839057,15.76,682,3913.958333,55821,87.3,0,0,0,False,True,False,False,False,False,0
1,0.0788,50.05,10.727663,7.74,717,3519.041667,10684,26.3,0,0,0,False,False,False,False,False,True,0
0,0.1287,840.83,11.28978191,11.38,717,5700.041667,111307,50.1,0,0,0,True,False,False,False,False,False,1
1,0.1426,720.43,11.69524702,8.51,707,5225.041667,255,0.8,0,1,0,False,False,False,True,False,False,0
1,0.1078,365.51,11.00209984,14.26,702,6780.041667,7973,89.6,0,0,0,False,True,False,False,False,False,0
1,0.1322,287.31,9.798127037,13.67,682,1894.041667,4867,46.4,0,0,0,False,False,False,False,True,False,1
1,0.1218,832.5,12.20607265,6.28,737,3690.041667,15169,35.0,0,0,0,False,True,False,False,False,False,1
1,0.08,313.37,11.3736634,4.9,797,5899.958333,33850,57.9,3,0,0,False,True,False,False,False,False,0
1,0.1347,576.69,10.67533038,13.03,697,4595.958333,17088,73.7,2,0,0,False,True,False,False,False,False,0
1,0.1461,120.67,9.852867716,5.24,662,3360.041667,1418,28.9,2,0,0,False,True,False,False,False,False,1
1,0.0932,95.85,10.89673933,6.6,727,1921.041667,2979,28.9,1,0,0,True,False,False,False,False,False,1
0,0.167,284.02,10.77895629,0.72,712,2910.0,3987,99.9,5,0,0,False,True,False,False,False,False,0
1,0.1379,306.68,11.28978191,0.09,697,2853.0,3230,10.3,0,1,0,False,False,False,False,False,False,0
1,0.0963,107.52,11.25544923,7.3,717,3420.041667,14578,56.1,0,0,0,False,False,True,False,False,False,0
1,0.1028,158.76,10.69194491,15.3,692,4410.0,88,23.8,1,3,0,False,False,False,False,False,False,1
1,0.1273,50.35,10.20507253,17.8,692,1830.0,12614,85.2,0,0,0,False,False,False,False,False,False,0
1,0.1218,266.4,10.81977828,8.54,702,2280.0,7690,65.6,0,0,0,False,True,False,False,False,False,0
1,0.0894,406.68,11.62735176,15.43,777,3000.041667,0,0.0,1,0,0,False,False,True,False,False,False,0
0,0.0737,279.41,10.71441777,15.95,737,5071.0,4964,47.7,4,0,0,False,False,False,False,False,False,0
1,0.08,150.42,11.22524339,17.81,767,8010.0,71386,11.6,0,0,0,False,False,False,False,False,False,0
1,0.1114,328.04,11.28978191,4.68,732,3690.0,10422,56.0,0,0,0,False,True,False,False,False,False,0
1,0.1218,166.5,10.04324949,9.08,702,7379.041667,5999,40.8,1,0,1,False,True,False,False,False,False,0
1,0.1186,397.75,11.08214255,7.14,682,8730.0,11868,71.9,0,2,0,False,True,False,False,False,False,0
1,0.0932,383.37,10.4744671,2.34,797,8189.958333,4615,6.5,0,0,0,True,False,False,False,False,False,1
1,0.1311,404.94,10.46310334,13.71,692,5910.0,8896,54.6,2,0,0,False,False,False,False,False,False,0
1,0.1222,145.78,10.24313332,17.63,677,2550.0,7474,35.8,2,1,0,False,False,False,False,True,False,0
1,0.0932,351.42,11.0953983,19.15,747,3749.958333,4148,14.3,2,0,0,True,False,False,False,False,False,0
1,0.1568,310.64,10.27931786,19.53,692,3738.0,21894,99.5,0,0,0,False,True,False,False,False,False,0
1,0.0751,264.43,11.08214255,20.05,757,2910.0,4384,19.2,3,0,0,True,False,False,False,False,False,0
1,0.0901,381.66,11.69524702,4.28,722,4080.041667,7335,45.8,1,1,0,False,False,False,False,False,False,0
1,0.1635,388.63,11.32055357,12.93,672,2580.0,5814,96.9,1,0,0,False,False,False,False,False,False,0
1,0.1501,225.37,12.26904744,6.45,677,6240.0,56411,75.3,0,0,0,False,False,False,False,False,True,1
1,0.1426,574.63,10.77895629,23.32,682,3360.0,21107,55.0,1,1,0,True,False,False,False,False,False,0
1,0.0938,383.73,11.40756495,10.55,767,14580.0,2887,60.1,3,0,0,True,False,False,False,False,False,0
1,0.1218,296.37,10.80972795,12.68,707,3570.0,9943,61.8,3,0,0,False,True,False,False,False,False,0
1,0.1287,201.8,10.75790288,3.75,692,5100.0,3343,77.7,1,1,0,False,True,False,False,False,False,0
1,0.0894,57.19,11.22524339,24.21,722,4289.958333,39900,70.3,0,0,0,False,False,False,False,False,False,0
1,0.1426,51.46,11.47210347,15.97,662,8220.041667,16964,77.8,1,0,0,False,False,False,False,True,False,0
0,0.1375,170.29,10.20507253,1.6,642,450.0416667,1202,92.5,1,0,0,False,False,False,False,False,False,0
1,0.1241,517.87,10.54534144,9.06,692,5250.0,17297,77.6,1,0,1,False,True,False,False,False,False,0
0,0.1739,35.85,10.1266311,3.02,672,1422.0,1559,97.4,4,0,0,False,False,True,False,False,False,0
1,0.1148,494.53,10.727663,8.84,737,4410.0,13819,56.4,0,0,0,False,True,False,False,False,False,0
1,0.0859,316.11,10.89673933,9.98,752,6930.0,21131,32.2,0,0,0,True,False,False,False,False,False,0
1,0.0859,31.62,11.16193434,13.62,747,3690.0,23,0.1,1,0,0,False,False,False,False,False,False,0
0,0.1505,249.78,10.57131693,18.98,677,2940.0,5125,64.1,7,1,0,False,True,False,False,False,False,0
1,0.1442,481.36,11.15619338,21.21,692,5730.041667,40125,92.0,1,0,0,False,True,False,False,False,False,0
1,0.1357,339.69,11.51292546,3.35,702,2340.0,61,2.0,0,0,0,False,False,False,True,False,False,0
1,0.1114,262.43,12.07254125,15.13,722,9630.0,38107,69.9,0,0,0,False,True,False,False,False,False,0
1,0.0894,158.86,10.46321762,15.02,727,2250.0,3657,10.0,0,0,0,False,True,False,False,False,False,0
1,0.1322,405.61,10.17495945,3.7,767,3750.041667,4809,43.3,0,0,0,False,True,False,False,False,False,0
1,0.1221,204.89,10.28874995,22.2,707,2378.041667,15509,53.5,1,0,0,True,False,False,False,False,False,0
1,0.1148,32.97,10.13459927,11.57,702,5760.0,7569,74.2,2,0,0,False,False,False,False,False,False,1
1,0.0976,213.83,11.18886982,15.63,717,4379.958333,6161,26.6,0,0,0,True,False,False,False,False,False,0
1,0.1218,249.75,10.50012383,13.02,707,4140.0,6528,42.7,1,0,0,False,True,False,False,False,False,1
0,0.1287,336.34,10.81977828,20.69,702,3149.958333,61053,40.7,4,0,0,False,True,False,False,False,False,0
0,0.1659,510.47,11.03488966,24.45,662,1260.0,15783,74.5,4,0,0,False,False,False,False,False,False,0
0,0.1568,161.01,11.22524339,8.0,677,7230.0,6909,29.2,4,0,1,False,False,False,False,False,False,1
1,0.1355,339.6,11.90496755,10.14,662,4620.0,3608,37.6,1,1,0,False,True,False,False,False,False,0
1,0.1114,328.04,10.16600565,6.55,732,2580.0,9027,37.6,1,0,0,True,False,False,False,False,False,0
1,0.0774,149.85,11.60823564,2.81,792,5520.0,691,0.8,0,0,0,False,False,False,True,False,False,0
1,0.1348,169.63,11.00209984,6.52,682,1680.041667,14281,65.2,0,0,0,False,False,False,False,False,False,0
1,0.102,97.09,10.91508846,0.33,802,3216.958333,37,0.2,0,0,0,False,False,False,False,True,False,0
1,0.1001,71.0,10.98108047,10.8,702,2520.0,1051,58.4,1,0,0,False,False,False,False,False,False,0
1,0.0932,159.74,10.81985828,1.39,777,6930.0,2294,6.1,0,0,0,False,False,False,True,False,False,0
1,0.1218,266.4,10.30895266,4.16,737,2550.0,5820,48.5,0,0,0,False,False,False,False,False,False,0
1,0.1399,512.6,11.06663836,5.38,702,3600.0,12945,76.6,2,0,1,False,False,False,True,False,False,1
1,0.1287,168.17,11.40756495,22.43,677,4140.041667,44084,65.1,1,0,0,False,True,False,False,False,False,0
1,0.1357,67.94,11.51288546,14.04,687,6539.958333,44489,97.6,1,0,0,False,True,False,False,False,False,0
0,0.1758,170.73,9.61580548,11.68,707,1650.0,0,0.0,9,0,0,False,False,False,False,False,False,0
0,0.1348,468.16,10.97287698,15.16,702,3180.041667,14466,50.2,5,0,0,False,False,False,False,False,False,0
0,0.1861,214.2,10.77895629,27.33,642,1718.0,5660,75.8,3,0,0,False,True,False,False,False,False,0
1,0.1134,118.44,10.91508846,13.51,682,3510.0,623,31.1,0,0,0,False,False,False,False,True,False,0
1,0.1347,84.81,9.574983486,16.33,672,3150.0,1159,38.6,1,0,0,False,False,True,False,False,False,0
0,0.1696,223.6,11.28978191,19.89,642,4649.958333,16012,44.2,6,1,0,False,True,False,False,False,False,0
0,0.1461,258.57,11.45143297,23.88,672,10950.0,56418,79.2,4,0,0,True,False,False,False,False,False,0
0,0.1355,81.51,10.17198681,22.94,662,479.9583333,558,22.3,4,0,0,False,False,False,False,False,False,0
0,0.1608,490.12,10.6454249,18.94,652,4139.958333,17059,82.4,1,0,0,False,True,False,False,False,False,0
1,0.0894,460.69,10.83958091,10.96,777,6399.041667,1461,3.1,0,0,0,False,True,False,False,False,False,0
1,0.1028,29.16,9.392661929,16.7,687,2069.0,3084,65.6,3,0,0,False,False,True,False,False,False,1
0,0.1695,342.02,11.21187442,15.24,667,3901.041667,3491,64.6,7,0,2,False,False,False,True,False,False,0
1,0.0807,313.69,10.11050172,9.95,752,5167.0,8522,21.7,1,0,0,False,True,False,False,False,False,0
1,0.0963,160.48,11.24300472,8.63,722,5189.958333,2602,51.0,1,0,0,False,False,False,False,False,False,0
1,0.0788,359.73,11.00209984,4.96,752,5704.041667,12564,39.3,0,0,0,False,True,False,False,False,False,0
1,0.1253,309.57,11.17745273,13.83,692,2490.0,18463,79.2,1,0,0,False,True,False,False,False,False,0
1,0.1189,50.58,11.5002049,8.12,677,3359.958333,36192,84.6,0,0,0,False,False,False,False,False,False,1
1,0.0807,15.69,9.798127037,4.27,722,1470.0,0,0.0,0,0,0,False,False,False,False,False,False,0
1,0.1183,331.34,11.12726298,16.94,717,2130.0,14078,82.8,3,0,0,False,True,False,False,False,False,0
0,0.1357,339.69,10.37349118,22.95,687,3150.041667,10624,62.9,4,0,0,False,True,False,False,False,False,0
1,0.0832,236.14,10.30908599,1.52,757,2520.0,1304,9.7,0,0,0,False,False,False,True,False,False,0
1,0.1426,528.31,11.69524702,7.98,682,7650.0,27205,87.8,0,1,0,True,False,False,False,False,False,0
1,0.1183,596.41,10.59663473,12.42,737,3750.0,7658,36.0,0,0,0,False,True,False,False,False,False,0
0,0.1407,61.58,9.229358378,5.06,637,750.0,2925,97.5,1,0,0,True,False,False,False,False,False,0
1,0.1091,604.88,10.858999,17.56,707,8061.0,32438,43.0,0,1,0,True,False,False,False,False,False,0
0,0.1545,645.4,11.1611812,28.78,717,7529.041667,69744,76.1,1,0,0,True,False,False,False,False,False,0
1,0.164,636.39,11.91839057,24.03,672,4290.041667,28846,57.9,1,0,0,True,False,False,False,False,False,1
0,0.1482,345.78,11.51292546,9.73,647,4799.958333,19717,95.7,1,0,1,True,False,False,False,False,False,1
0,0.1357,679.37,11.00209984,21.22,712,5039.958333,53483,70.9,4,0,0,False,False,False,True,False,False,1
1,0.1322,202.81,10.62132735,4.71,702,7229.958333,5285,52.8,1,0,1,True,False,False,False,False,False,0
1,0.1505,346.92,10.59663473,20.64,662,3030.041667,15350,37.5,1,0,0,True,False,False,False,False,False,0
1,0.1284,336.18,10.23995979,10.89,712,2370.0,9020,56.7,1,0,0,False,True,False,False,False,False,0
0,0.1141,55.17,9.743788174,21.75,687,360.0,5898,42.1,3,0,0,False,False,False,False,False,False,0
1,0.1292,269.25,10.71441777,19.89,692,5249.958333,4755,89.7,1,0,0,False,True,False,False,False,False,0
0,0.1375,495.52,11.33857208,19.1,662,6660.041667,26710,102.7,3,0,0,False,False,True,False,False,False,0
1,0.1136,822.78,11.69524702,3.6,727,9150.0,9466,27.4,1,0,0,False,False,False,False,False,True,0
1,0.0774,312.19,11.81303006,7.7,787,5639.958333,4200,5.8,1,0,0,False,True,False,False,False,False,0
1,0.0705,247.2,11.15625052,7.92,782,8760.0,5236,8.7,2,0,0,False,False,False,False,False,False,0
1,0.0976,128.62,11.05089001,2.7,712,6810.041667,4010,8.1,0,0,0,False,False,False,False,False,True,0
1,0.1316,506.56,10.87161143,6.52,692,3630.0,10372,50.1,0,0,0,False,True,False,False,False,False,0
0,0.1186,49.72,10.23995979,14.31,667,539.9583333,0,0.0,1,1,0,False,False,False,False,False,False,0
1,0.1158,594.25,11.53272809,11.35,727,5550.0,32831,66.6,1,0,0,False,False,False,False,False,False,1
1,0.0743,155.38,12.20607265,3.72,812,6778.958333,85607,0.7,0,0,0,False,False,False,False,False,False,0
1,0.1392,682.74,11.33857208,20.03,707,9359.958333,27584,54.8,1,0,0,True,False,False,False,False,False,0
1,0.1493,346.32,11.00209984,20.58,682,6720.0,56189,89.2,0,0,0,False,False,False,False,False,True,1
0,0.1148,725.31,11.47210347,19.98,807,8580.041667,158000,0.0,3,0,0,False,False,False,True,False,False,0
1,0.1347,101.77,10.81977828,19.75,672,6960.0,17015,53.8,1,0,0,False,False,False,False,False,False,0
1,0.0963,231.08,10.59663473,20.07,747,10470.04167,12776,68.3,0,0,0,True,False,False,False,False,False,0
1,0.1178,297.99,11.40756495,13.63,687,8100.041667,51664,18.0,2,0,0,False,False,False,False,False,True,1
1,0.1357,628.42,11.27720313,10.68,707,4466.0,6495,42.7,1,1,0,False,False,False,False,False,False,0
1,0.1141,247.0,11.1844214,14.65,682,3329.0,5608,47.1,0,0,0,True,False,False,False,False,False,0
1,0.1357,33.97,9.392661929,14.0,682,1380.0,4352,62.2,1,0,0,False,False,False,False,False,False,1
1,0.1357,679.37,10.94022444,22.06,727,5981.041667,22969,23.8,0,0,0,False,True,False,False,False,False,0
0,0.1774,900.53,12.56024446,15.12,677,4470.041667,165867,81.1,0,0,0,False,True,False,False,False,False,0
1,0.1284,302.57,11.21182037,19.09,692,2789.958333,24401,88.4,0,0,0,False,False,False,False,False,False,0
1,0.1272,268.48,10.97848998,0.51,702,4019.958333,276,0.8,2,0,0,False,False,False,False,False,True,0
0,0.1461,172.38,10.30895266,4.4,697,1112.0,2972,59.4,5,0,0,False,True,False,False,False,False,0
1,0.1197,116.2,10.61643736,21.97,687,3749.958333,17394,93.5,1,0,0,False,True,False,False,False,False,0
1,0.1218,266.4,10.49127422,17.27,702,3990.0,7976,47.2,3,0,1,False,True,False,False,False,False,1
1,0.0963,318.54,10.77895629,24.52,742,3029.958333,39689,69.5,1,0,0,False,False,False,False,False,True,0
1,0.0976,192.93,10.13459927,5.43,707,2820.041667,5280,40.6,1,0,0,False,True,False,False,False,False,0
1,0.1221,333.15,10.94199592,19.2,762,5909.958333,2435,13.8,2,0,0,False,False,False,False,False,False,0
0,0.1545,293.05,11.35040654,15.71,642,4200.0,14578,99.2,3,2,0,False,True,False,False,False,False,0
1,0.1392,204.83,11.4050284,10.35,697,3690.0,9572,96.7,1,0,0,True,False,False,False,False,False,0
1,0.167,170.41,11.03488966,23.86,677,4590.041667,3024,24.4,3,0,0,False,False,False,False,False,True,0
1,0.1393,170.72,10.54534144,20.72,662,7109.041667,16613,18.3,1,1,0,False,False,False,False,False,True,1
1,0.1114,65.61,10.6454249,13.49,712,5369.958333,11817,15.7,0,0,0,False,False,True,False,False,False,0
1,0.1316,405.25,11.2771525,17.96,702,3240.041667,754,9.5,1,2,0,False,False,False,False,False,False,0
1,0.1046,42.23,10.75790288,18.15,707,2309.041667,7006,48.0,1,0,1,False,True,False,False,False,False,0
1,0.1183,828.35,10.80900445,21.45,777,3662.0,1113,4.5,1,0,0,False,False,False,False,False,False,0
1,0.1426,343.06,11.66134547,15.74,677,4410.041667,29344,57.1,2,0,0,False,False,False,False,True,False,0
1,0.1375,81.74,10.75790288,24.08,667,2820.0,11675,75.8,1,0,0,False,False,False,False,False,False,0
1,0.1357,390.64,10.49127422,12.1,682,3540.041667,13782,22.7,0,0,0,False,True,False,False,False,False,0
0,0.1853,233.08,9.809176873,0.99,667,1050.0,6758,90.1,0,0,0,False,True,False,False,False,False,0
1,0.0768,93.57,10.35316092,19.33,777,2610.041667,2707,13.4,1,0,0,False,False,False,False,False,False,0
1,0.1095,556.14,10.96819829,8.13,797,4800.0,18001,3.4,0,0,0,False,True,False,False,False,False,0
1,0.1253,281.12,10.77895629,17.95,687,4590.0,12964,72.4,1,0,0,False,True,False,False,False,False,0
0,0.16,84.38,11.15625052,0.93,702,721.0,2024,14.6,1,0,0,False,False,False,False,False,True,0
1,0.1254,133.9,9.903487553,18.72,677,7590.0,9961,94.9,1,0,0,False,False,False,False,False,False,0
1,0.1284,403.42,10.73639668,19.57,697,3450.041667,27261,87.4,1,0,0,False,True,False,False,False,False,0
1,0.1218,599.4,11.52781408,9.28,722,5190.041667,10433,45.8,0,0,1,False,True,False,False,False,False,0
1,0.1531,348.16,10.30895266,18.6,667,4980.041667,9092,68.4,1,0,0,False,True,False,False,False,False,0
0,0.1759,107.85,10.75907241,29.74,662,4500.0,2663,20.3,0,1,0,False,False,True,False,False,False,0
1,0.1407,842.47,11.69524702,12.81,677,5340.041667,33698,91.3,0,0,0,True,False,False,False,False,False,0
1,0.1189,82.91,11.65268741,8.86,687,11789.95833,32812,48.3,0,0,0,True,False,False,False,False,False,0
1,0.1496,866.16,11.69524702,16.28,702,7020.0,73257,60.0,0,0,0,False,False,False,True,False,False,0
1,0.1357,118.89,11.00209984,15.06,677,3750.041667,24235,38.0,2,1,0,False,True,False,False,False,False,0
1,0.1103,327.53,10.11070495,9.17,692,4110.0,8575,70.3,0,1,0,False,False,False,False,False,False,0
